Paper_ID,Title,author,publication venue,year,abstract,,,,,,,,,,,,,,
362,Trust in Human Autonomy Teaming: A Recent Review on Subjective and Objective Assessment of Trust,"JJ Jui, I Hettiarachchi, A Bhatti, MRM Farghaly…",Trust in Human …,,"… biases in human decision-making based on autonomy (known as HAT bias), autonomy’s biases due to its design and algorithm, and detection and prevention of adversarial attacks that …",,,,,,,,,,,,,,
363,The first rodent behavioral study (1822) and the diffusion of human-bred albino rats and mice in the 19th century,R d'Isa,Frontiers in Psychology,2025,"… with kindness notwithstanding its first attacks, it “soon ceased to … without ever launching any other attack. In the following days, … is the Draughtsman-Writer, a humanoid robot capable of …",,,,,,,,,,,,,,
364,Human–autonomy teaming: A review and analysis of the empirical literature,"T O'neill, N McNeese, A Barron, B Schelble",Human factors,2022,"Objective We define human–autonomy teaming and offer a synthesis of the existing empirical research on the topic. Specifically, we identify the research environments, dependent …",,,,,,,,,,,,,,
365,The use of robots to respond to nuclear accidents: Applying the lessons of the past to the fukushima daiichi nuclear power station,Y Yokokohji,"Annual Review of Control, Robotics, and …",2021,"… be used in the event of a chemical terrorist attack in a closed space, such as underground or … Step in Innovative Mobility, a child-size humanoid robot), received several inquiries from the …",,,,,,,,,,,,,,
366,"Report from the nsf future directions workshop, toward user-oriented agents: Research directions and challenges","M Eskenazi, T Zhao",arXiv preprint arXiv:2006.06026,2020,… include dealing with misuse and adversarial attacks. There should be concerted efforts in … artefact (such as a humanoid robot) can trigger feelings of eeriness and repulsion (Mori et al.…,,,,,,,,,,,,,,
367,Optimizing path planning for smart vehicles: a comprehensive review of metaheuristic algorithms,"O Mbah, Q Zeeshan",J Eng Manage Syst Eng,2023,"… -dimensional environments [61], humanoid robot navigation [62], and industrial … attack in the GWO is characterized by the gradual decrease of a from 2 to 0 over the iterations. The attack …",,,,,,,,,,,,,,
368,Above and beyond: A scoping review of domains and applications for human-drone interaction,"V Herdel, LJ Yamin, JR Cauchard",… of the 2022 CHI Conference on …,2022,"… In addition, this drone can act as a bodyguard, such as when protecting VIPs [222], or people against theft and animal attacks [228]. Last but not least, it makes people feel safer, as it …",,,,,,,,,,,,,,
369,Towards lifelong self-supervision: A deep learning direction for robotics,JM Wong,arXiv preprint arXiv:1611.00201,2016,… We suggest to attack these simultaneously through the continuously refinement of motion primitives and the exploitation of their combinatoric sequences and compositions to achieve …,,,,,,,,,,,,,,
370,Emerging trends in gait recognition based on deep learning: a survey,"V Munusamy, S Senthilkumar",PeerJ Computer Science,2024,… Humanoid robots: Gait technology can be integrated into humanoid robot designs to facilitate … Developing anti-spoofing techniques to detect and prevent attacks on gait recognition …,,,,,,,,,,,,,,
371,"Cyber-physical-social systems: Taxonomy, challenges, and opportunities","S Pasandideh, P Pereira, L Gomes",IEEE Access,2022,"… addressed by an overarching approach that attacks the problem from different perspectives, … [63] SMM Rahman, ‘‘Cyber-physical-social system between a humanoid robot and a virtual …",,,,,,,,,,,,,,
372,Reignited 2: Emerging Technologies of Tomorrow,SP Singh,,2019,,,,,,,,,,,,,,,
373,Empowering Healthcare with Cyber-Physical System–A Systematic Literature Review,"HM Khater, F Sallabi, MA Serhani, E Barka…",IEEE …,2024,"… predict the likelihood of a hypertension attack. The proposed system uses HCPS sensors to … Subsequently, an ANN model is utilized to predict the risk level of a hypertension attack and …",,,,,,,,,,,,,,
374,Risk assessment at AGI companies: A review of popular risk assessment techniques from other safety-critical industries,"L Koessler, J Schuett",arXiv preprint arXiv:2307.08823,2023,"… types of attacks, namely instruction-based or non-instruction based, the intent of the attack, … service, and the manner of the attack, that is whether the attack is conducted by a user or by a …",,,,,,,,,,,,,,
375,A Literature Review of Artificial Intelligence,"AW Abbas0F, M Hussain",Journal DOI: https://doi. org,2021,"… against cyber-attacks; however, there are still numerous existing cyber-attack predicaments that require more … episodic segmentation and imitative learning of humanoid robot through …",,,,,,,,,,,,,,
376,Assessing the Effectiveness of Artificial Intelligence Applications in Orthopedic and Neurological Physical Therapy: A Systematic Review,"E Amos, S Machen",,2024,… Abnormal synergistic gait mitigation in acute stroke using an innovative ankle–knee–hip interlimb humanoid robot: a preliminary randomized controlled trial. Scientific Reports. 2021;11(…,,,,,,,,,,,,,,
377,A review of mechatronics and bio-inspired mechatronics system,"RC Luo, CF Lin",Journal of Biomechatronics Engineering,2008,"… Although they have high degrees capability to serve their owner, many of systems are often incur catastrophic failure, difficult to maintain, and full of vulnerabilities to outside attack. The …",,,,,,,,,,,,,,
378,Artificial intelligence-enabled chatbots in mental health: A systematic review.,"B Omarov, S Narynov…","Computers, Materials & …",2023,"… Cho, “ICSA: Intelligent chatbot security assistant using text-CNN and multi-phase real-time defense against SNS phishing attacks,” Expert Systems with Applications, vol. 207, no. 1, pp. …",,,,,,,,,,,,,,
379,A survey on fuzzy control for mechatronics applications,"RE Precup, AT Nguyen, S Blaži?",International Journal of Systems …,2024,"Fuzzy control has become one of the most effective tools for dealing with complex engineering processes. Over the years, research on fuzzy control systems has continuously evolved, …",,,,,,,,,,,,,,
380,Human capital efficiency: a comprehensive overview,L Paciello,,2024,"This master's thesis provides an in-depth analysis of the evolving interplay between employee welfare and efficiency, with a special focus on the impact of Artificial Intelligence (AI) and …",,,,,,,,,,,,,,
381,"Advances and challenges in foundation agents: From brain-inspired intelligence to evolutionary, collaborative, and safe systems","B Liu, X Li, J Zhang, J Wang, T He, S Hong…",arXiv preprint arXiv …,2025,"… , including Leonardo da Vinci’s humanoid robot—designed to mimic human motion and anatomy… This part not only formalizes and analyzes these vulnerabilities, detailing specific attack …",,,,,,,,,,,,,,
382,"The Internet of Robotic Things: A review of concept, added value and applications","P Simoens, M Dragone…",International journal of …,2018,The Internet of Robotic Things is an emerging vision that brings together pervasive sensors and objects with robotic and autonomous systems. This survey examines how the merger of …,,,,,,,,,,,,,,
383,Defense technological innovation: Issues and challenges in an era of converging technologies,"B Rao, AJ Harrison, B Mulloth",,2020,"… Less than a year later, I would watch from the banks of the Hudson River as Al-Qaeda penetrated our borders and perpetrated the attacks of 9/11, precipitating America’s military …",,,,,,,,,,,,,,
384,Mobilising the Future-Horizon scanning for emerging technologies and breakthrough innovations in the field of mobility,"A MOCHAN, J FARINHA, G BAILEY, L RODRIGUEZ…",publications.jrc.ec.europa.eu,,"This report documents the process and findings of a horizon scanning exercise, part of a series under the FUTURINNOV (FUTURe-oriented detection and assessment of emerging …",,,,,,,,,,,,,,
385,The future of cybercrime: AI and emerging technologies are creating a cybercrime tsunami,"P Treleaven, J Barnett, D Brown, A Bud…",Available at SSRN …,2023,… smart contract attacks include: a) reentrancy attack – causes … gas limit vulnerability – a DOS attack can cause a block to … o Android - a functional and realistic humanoid robot or other …,,,,,,,,,,,,,,
386,Role of Artificial Intelligence in Automobiles: A Review,"H Kunder, A Ashok, LS Gowda, SB Patil",,2024,"… , Multiclass classification for example types of network attacks and multi-label classification for … In 2021, Tesla unveiled Optimus, a prototype humanoid robot. Tesla wants to create a …",,,,,,,,,,,,,,
387,Competence Awareness for Humans and Machines: A Survey and Future Research Directions from Psychology,"K Kasmarik, M Khani, S Abpeikar, M Barlow…",ACM Computing …,2024,"… Properly including uncertainty in machine learning can also help to debug models and make them more robust against adversarial attacks [46], which further contributes to …",,,,,,,,,,,,,,
388,"A Comprehensive Survey of Image and Video Generative AI: Recent Advances, Variants, and Applications","S Yazdani, N Saxena, Z Wang, Y Wu, W Zhang",,2024,"… attacks. The absence of a definitive defense mechanism capable of handling diverse attacks … Validated in simulation with a 7-DoF Panda manipulator and 28-DoF humanoid robot Talos, …",,,,,,,,,,,,,,
389,"Smart healthcare in the age of AI: recent advances, challenges, and future prospects","M Nasr, MM Islam, S Shehata, F Karray…",IEEE access,2021,"… The developed humanoid robot used … implements an algorithm to detect whether the patient is suffering from a neurological disease attack, if they are idle, or if no patient is detected. …",,,,,,,,,,,,,,
